YEAR,CURRENT_SIZE,SIZE_CLASS,LATITUDE,LONGITUDE,GENERAL_CAUSE,RESPONSIBLE_GROUP,ACTIVITY_CLASS,TRUE_CAUSE,FIRE_START_DATE,FIRE_SPREAD_RATE,FIRE_TYPE,FIRE_POSITION_ON_SLOPE,WEATHER_CONDITIONS_OVER_FIRE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_DIRECTION,WIND_SPEED,DISTANCE_FROM_WATER_SOURCE
2017,0.01,A,54.931633,-118.9243,Incendiary,,Arson,,8/16/2017 15:20,0.0,Surface,Flat,Cloudy,23.0,39.0,NW,2.0,
2017,0.02,A,54.934033,-118.9703,Incendiary,,Arson,,8/16/2017 16:45,0.1,Surface,Flat,Clear,21.0,45.0,SW,5.0,
2017,0.01,A,54.929217,-118.908017,Incendiary,,Arson,,8/16/2017 13:45,0.0,Surface,Flat,Cloudy,23.0,41.0,NW,2.0,
2017,0.2,B,59.28555,-118.251583,Lightning,,,,8/29/2017 15:48,1.0,Surface,Flat,Clear,26.0,34.0,E,10.0,
2018,0.1,A,56.503083,-115.478317,Lightning,,,,5/2/2018 15:50,0.0,Surface,Flat,Cloudy,11.0,68.0,SW,6.0,
2018,0.01,A,55.606833,-116.2227,Power Line Industry,,Operations,Line Impact,5/2/2018 16:25,0.0,Surface,Flat,Cloudy,12.5,51.0,N,8.0,
2018,0.01,A,55.86511,-119.689487,Resident,,Debris Disposal,Unsafe Fire,6/14/2018 10:00,0.0,Surface,Bottom,CB Wet,16.0,50.0,CLM,0.0,
2018,0.01,A,55.078617,-117.63255,Resident,,Debris Disposal,Unsafe Fire,6/18/2018 5:00,0.0,Surface,Flat,Clear,26.0,42.0,CLM,0.0,
2018,0.01,A,55.078733,-117.631033,Resident,,Cooking and Warming,Unsafe Fire,6/17/2018 18:00,0.0,Surface,Flat,Clear,25.0,45.0,CLM,0.0,
2018,0.1,A,53.350349,-116.727422,Forest Industry,,Operations,Friction Spark,6/18/2018 11:30,0.0,Surface,Flat,Clear,26.0,43.0,SW,7.0,
2018,0.01,A,52.55023,-114.7955,Resident,,Debris Disposal,Unsafe Fire,6/18/2018 12:40,0.0,Surface,Flat,Clear,22.0,43.0,SE,7.0,
2018,0.01,A,54.094712,-115.615203,Resident,,Refuse Disposal,Unsafe Fire,6/19/2018 12:00,0.0,Surface,Flat,Clear,26.0,30.0,NW,3.0,
2018,0.2,B,58.469,-114.5304,Incendiary,,Unclassified,,6/20/2018 14:15,0.5,Surface,Flat,Clear,35.4,22.0,N,10.0,
2018,0.01,A,54.990733,-115.573417,Lightning,,,,6/21/2018 17:10,0.0,Surface,Lower 1/3,CB Wet,19.0,100.0,W,1.0,10.0
2018,0.1,A,56.651233,-119.4353,Lightning,,,,6/21/2018 17:40,1.0,Surface,Flat,CB Wet,30.0,30.0,SE,12.0,
2018,0.05,A,53.038533,-116.49575,Lightning,,,,6/21/2018 16:45,0.0,Surface,Flat,Clear,21.0,56.0,W,3.0,
2018,0.01,A,55.622868,-114.773685,Lightning,,,,6/21/2018 19:40,0.0,Ground,Flat,Clear,20.0,70.0,W,17.0,
2018,0.01,A,55.527133,-112.31385,Lightning,,,,6/22/2018 12:51,0.0,Crown,Flat,Rainshowers,26.0,56.0,SE,5.0,
2018,0.4,B,59.188333,-119.173333,Lightning,,,,6/22/2018 12:45,1.0,Surface,Flat,Rainshowers,20.0,100.0,SE,5.0,1.0
2018,22.7,C,56.739018,-116.002035,Lightning,,,,6/22/2018 12:50,7.0,Surface,Lower 1/3,CB Wet,32.0,42.0,S,5.0,2.0
2018,0.01,A,55.3624,-112.781433,Lightning,,,,6/22/2018 13:00,1.0,Surface,Flat,Cloudy,26.0,37.0,SE,10.0,
2018,0.12,B,55.2836,-111.361533,Lightning,,,,6/22/2018 13:00,1.0,Surface,Flat,CB Dry,16.0,29.0,W,5.0,1.0
2018,0.02,A,57.56885,-113.712683,Lightning,,,,6/22/2018 13:00,1.0,Surface,Flat,Cloudy,26.0,57.0,W,2.0,
2018,0.01,A,56.354267,-112.934,Lightning,,,,6/22/2018 13:30,1.0,Surface,Flat,Cloudy,27.0,35.0,S,10.0,
2018,1.4,B,55.556289,-112.795561,Lightning,,,,6/22/2018 12:55,2.0,Surface,Flat,CB Wet,27.0,100.0,W,20.0,3.5
2018,0.25,B,57.407567,-113.803717,Lightning,,,,6/22/2018 13:47,2.0,Surface,Flat,CB Wet,25.0,43.0,W,5.0,1.5
2018,0.01,A,56.369483,-112.903917,Lightning,,,,6/22/2018 13:30,1.0,Surface,Flat,CB Wet,17.0,41.0,SW,7.0,
2017,0.01,A,55.983167,-113.8975,Resident,,Debris Disposal,Unsafe Fire,7/31/2017 13:00,0.0,Ground,Flat,Clear,22.0,45.0,NW,8.0,
2017,0.01,A,56.5315,-111.887667,Lightning,,,,8/10/2017 13:00,1.0,Ground,Middle 1/3,Clear,30.0,40.0,SE,5.0,1.0
2017,0.22,B,57.594467,-112.55735,Lightning,,,,8/10/2017 13:00,2.0,Crown,Bottom,Clear,25.0,80.0,E,5.0,1.0
2017,1.1,B,51.160283,-114.901031,Incendiary,,Unclassified,,9/2/2017 12:45,0.0,Surface,Flat,Cloudy,25.0,25.0,W,15.0,
2017,0.2,B,49.8813,-113.971283,Recreation,Campers,Cooking and Warming,Unsafe Fire,11/17/2017 12:00,0.0,Ground,Upper 1/3,Cloudy,-2.0,67.0,W,10.0,
2018,0.1,A,55.948,-113.811233,Power Line Industry,,Operations,Mechanical Failure,4/19/2018 21:20,0.0,Surface,Flat,Cloudy,1.0,75.0,NW,5.0,
2018,5.5,C,49.690832,-113.964052,Resident,,Debris Disposal,Unsafe Fire,4/22/2018 12:00,0.0,Surface,Flat,Clear,21.0,18.0,SW,15.0,
2018,0.2,B,52.694054,-115.336854,Resident,,Debris Disposal,Unsafe Fire,4/28/2018 13:00,0.0,Ground,Middle 1/3,Clear,25.0,18.0,W,3.0,
2018,0.1,A,53.829,-116.086333,Resident,,Unclassified,Unclassified,5/5/2018 14:00,0.1,Surface,Flat,Clear,20.0,28.0,CLM,0.0,
2018,7.59,C,53.513267,-115.391267,Undetermined,,,,5/5/2018 14:00,3.0,Surface,Flat,Clear,20.0,40.0,W,10.0,5.0
2018,0.1,A,55.9274,-110.721383,Incendiary,,Arson,,5/12/2018 12:10,2.0,Surface,Flat,Clear,25.0,23.0,W,9.0,
2018,0.01,A,51.28695,-115.124917,Recreation,Campers,Cooking and Warming,Unsafe Fire,5/21/2018 8:00,,,,,,,,,
2018,31.0,C,55.127926,-111.256156,Lightning,,,,5/21/2018 16:00,0.1,Crown,Flat,Clear,21.0,29.0,N,10.0,0.2
2018,0.01,A,55.276783,-111.5515,Lightning,,,,5/21/2018 13:40,1.0,Surface,Flat,CB Wet,22.0,40.0,W,10.0,1.0
2018,0.05,A,55.113883,-111.7182,Lightning,,,,5/21/2018 16:00,0.0,Surface,Flat,CB Wet,17.0,54.0,W,12.0,
2018,0.3,B,58.4744,-114.529383,Incendiary,,Unclassified,,5/25/2018 19:30,1.0,Surface,Flat,Cloudy,20.0,39.0,NW,6.0,
2018,0.3,B,58.471467,-114.50795,Incendiary,,Unclassified,,5/25/2018 21:56,1.0,Surface,Flat,Cloudy,20.0,45.0,W,5.0,5.0
2018,1.75,B,57.692533,-116.408867,Lightning,,,,5/28/2018 14:20,2.0,Ground,Flat,Clear,20.0,35.0,W,30.0,1.0
2018,0.01,A,59.418167,-117.500833,Lightning,,,,5/28/2018 15:20,1.0,Surface,Flat,CB Wet,24.0,41.0,NW,5.0,2.0
2018,0.01,A,56.578033,-115.300333,Undetermined,,,,5/28/2018 13:00,0.0,Surface,Flat,Clear,22.0,30.0,SW,10.0,
2018,2.7,B,57.267283,-115.092333,Lightning,,,,6/2/2018 12:00,1.0,Surface,Flat,Cloudy,17.0,50.0,NW,15.0,0.3
2018,0.5,B,57.265,-114.545333,Lightning,,,,6/2/2018 13:30,0.5,Surface,Flat,CB Wet,12.0,55.0,CLM,0.0,0.5
2018,0.03,A,58.941983,-117.300117,Lightning,,,,6/2/2018 16:27,1.0,Surface,Flat,CB Wet,13.0,72.0,SE,6.0,
2018,0.03,A,58.262583,-119.380467,Power Line Industry,,Operations,Line Impact,6/2/2018 19:40,0.0,Surface,Flat,Cloudy,11.0,88.0,CLM,0.0,
2018,2.4,B,51.737867,-115.49825,Undetermined,,,,6/3/2018 18:30,5.0,Surface,Flat,Cloudy,17.0,43.0,SW,3.0,4.0
2018,0.1,A,53.864683,-116.715383,Lightning,,,,6/1/2018 20:55,0.0,Surface,Flat,CB Wet,10.0,90.0,CLM,0.0,
2018,0.01,A,53.867917,-116.716783,Lightning,,,,6/1/2018 20:58,0.0,Surface,Flat,Rainshowers,10.0,85.0,W,2.0,
2018,0.01,A,53.603417,-115.110417,Resident,,Debris Disposal,Unsafe Fire,6/3/2018 13:15,0.0,Surface,Flat,Clear,18.0,35.0,NE,6.0,
2018,0.01,A,53.547383,-116.5434,Undetermined,,,,6/3/2018 16:30,1.0,Surface,Flat,Cloudy,19.0,40.0,W,1.0,
2017,0.01,A,51.631333,-115.103333,Recreation,Campers,Cooking and Warming,Unsafe Fire,7/28/2017 17:00,0.0,Ground,Flat,Cloudy,21.0,49.0,E,2.0,
2017,0.29,B,58.3993,-114.675167,Recreation,Campers,Cooking and Warming,Unsafe Fire,8/12/2017 14:40,3.0,Surface,Flat,Clear,33.0,32.0,N,4.0,5.0
2017,0.01,A,52.383833,-116.419,Lightning,,,,8/12/2017 12:00,0.0,Surface,Bottom,Cloudy,24.0,45.0,CLM,0.0,
2017,0.01,A,52.411983,-114.937333,Other Industry,,Transportation,Burning Substance,8/13/2017 13:00,0.0,Surface,Flat,Clear,27.0,46.0,N,5.0,
2017,842.0,E,52.23025,-116.615167,Recreation,Hunters,Cooking and Warming,Unsafe Fire,8/31/2017 12:00,50.0,Crown,Middle 1/3,Clear,23.0,25.0,SW,20.0,
2017,628.0,E,51.995583,-116.143167,Recreation,Hunters,Cooking and Warming,Unsafe Fire,8/31/2017 13:00,20.0,Crown,Upper 1/3,Clear,15.0,32.0,SW,15.0,1.0
2017,0.3,B,52.2038,-115.108283,Incendiary,,Arson,,10/16/2017 16:00,0.0,Surface,Bottom,Cloudy,17.0,33.0,SW,5.0,
2017,0.75,B,52.720833,-115.708667,Incendiary,,Arson,,10/17/2017 13:00,5.0,Surface,Flat,Rainshowers,10.0,75.0,NW,20.0,
2017,0.1,A,52.464533,-115.673783,Incendiary,,Arson,,10/17/2017 12:00,0.0,Surface,Flat,Cloudy,12.0,31.0,W,30.0,
2017,0.3,B,52.371982,-115.473143,Power Line Industry,,Operations,Line Impact,10/17/2017 12:55,0.0,Surface,Lower 1/3,Cloudy,7.3,79.0,S,10.0,
2017,47.5,D,51.85165,-115.243933,Power Line Industry,,Operations,Line Impact,10/17/2017 12:00,5.0,Surface,Flat,Rainshowers,15.0,20.0,W,35.0,
2018,0.11,B,58.704368,-118.692787,Incendiary,,Unclassified,,4/27/2018 12:00,1.0,Surface,Flat,Clear,16.0,39.0,NW,10.0,
2018,0.17,B,58.53265,-115.156583,Resident,,Refuse Disposal,Unsafe Fire,4/27/2018 15:00,0.0,Surface,Flat,Clear,24.6,27.0,NE,8.0,
2018,0.36,B,56.013617,-113.632183,Lightning,,,,6/22/2018 14:00,5.0,Surface,Flat,CB Dry,26.0,56.0,S,10.0,1.2
2018,0.01,A,55.641,-112.188,Lightning,,,,6/22/2018 14:30,0.5,Ground,Flat,Rainshowers,20.0,100.0,CLM,0.0,
2018,0.1,A,55.603,-112.204167,Lightning,,,,6/22/2018 14:00,0.0,Ground,Bottom,Rainshowers,20.0,100.0,S,10.0,
2018,0.9,B,57.380617,-110.778383,Lightning,,,,6/22/2018 14:40,4.0,Crown,Lower 1/3,Rainshowers,24.0,55.0,S,20.0,1.0
2018,32.5,C,59.580983,-119.229483,Lightning,,,,6/22/2018 14:02,3.0,Crown,Flat,Cloudy,20.0,75.0,CLM,0.0,
2018,0.01,A,59.746217,-116.446783,Lightning,,,,6/22/2018 14:35,1.0,Surface,Flat,CB Wet,20.0,100.0,CLM,0.0,
2018,4374.9,E,59.5909,-119.2651,Lightning,,,,6/22/2018 14:59,1.0,Crown,Bottom,Clear,28.0,30.0,NW,10.0,2.0
2018,0.1,A,59.30345,-118.951717,Lightning,,,,6/22/2018 15:00,2.0,Surface,Flat,CB Wet,26.8,48.0,CLM,0.0,0.2
2018,1.26,B,57.404783,-115.4686,Lightning,,,,6/22/2018 14:50,3.0,Surface,Flat,Cloudy,23.0,45.0,E,25.0,2.0
2018,0.5,B,57.3865,-115.622117,Lightning,,,,6/22/2018 14:59,0.0,Surface,Flat,Cloudy,21.0,45.0,N,10.0,
2018,12.0,C,56.152283,-110.83375,Lightning,,,,6/22/2018 15:00,5.0,Surface,Flat,Cloudy,29.0,34.0,SE,15.0,2.0
2018,0.03,A,56.516433,-112.77255,Lightning,,,,6/22/2018 15:09,1.0,Surface,Flat,CB Wet,20.6,87.0,W,2.0,
2018,0.01,A,56.860833,-111.41855,Lightning,,,,6/22/2018 15:40,0.1,Surface,Flat,CB Dry,27.0,40.0,W,5.0,
2018,0.1,A,55.620333,-112.426333,Lightning,,,,6/22/2018 14:00,0.1,Ground,Upper 1/3,Clear,20.0,69.0,E,8.0,
2018,0.4,B,56.525367,-114.865983,Lightning,,,,6/22/2018 13:00,0.5,Ground,Flat,Clear,25.0,62.0,CLM,0.0,1.6
2018,1.3,B,56.527202,-114.875198,Lightning,,,,6/22/2018 13:35,0.1,Ground,Middle 1/3,CB Dry,17.9,100.0,CLM,0.0,5.0
2018,32.0,C,56.891067,-113.2772,Lightning,,,,6/22/2018 16:00,3.0,Crown,Flat,CB Wet,23.0,50.0,NE,7.0,0.5
2018,0.04,A,56.13695,-110.68375,Lightning,,,,6/22/2018 16:00,0.0,Surface,Flat,CB Wet,26.0,32.0,NE,5.0,
2018,0.2,B,56.976833,-113.125617,Lightning,,,,6/22/2018 16:00,2.0,Surface,Flat,Cloudy,21.0,50.0,CLM,0.0,
2018,28.3,C,56.004914,-110.531104,Lightning,,,,6/22/2018 16:30,10.0,Crown,Flat,Clear,26.0,47.0,NE,2.0,
2018,0.41,B,55.986667,-110.458333,Lightning,,,,6/22/2018 16:20,2.0,Surface,Flat,Rainshowers,17.0,61.0,SE,5.0,0.7
2018,0.2,B,56.851833,-113.791333,Lightning,,,,6/22/2018 17:00,2.0,Crown,Flat,CB Wet,18.0,60.0,NW,7.0,2.0
2018,0.1,A,57.072917,-112.943833,Lightning,,,,6/22/2018 17:31,1.0,Crown,Flat,Rainshowers,19.0,62.0,W,4.0,0.5
2018,0.24,B,56.381517,-114.21975,Lightning,,,,6/22/2018 17:20,1.0,Surface,Flat,Cloudy,23.0,70.0,CLM,0.0,2.0
2018,0.1,A,56.8913,-113.837633,Lightning,,,,6/22/2018 17:20,0.0,Surface,Flat,Cloudy,18.0,60.0,NW,7.0,0.8
2018,0.01,A,57.0928,-112.975133,Lightning,,,,6/22/2018 17:37,0.0,Surface,Flat,Cloudy,17.0,63.0,W,3.0,
2018,0.01,A,56.9767,-112.710867,Lightning,,,,6/22/2018 18:25,1.0,Surface,Flat,Cloudy,19.0,68.0,S,2.0,
2018,0.01,A,56.897,-111.056283,Lightning,,,,6/22/2018 18:15,0.5,Surface,Flat,CB Wet,16.0,42.0,N,5.0,
2018,0.01,A,56.897217,-111.05995,Lightning,,,,6/22/2018 18:15,1.0,Ground,Flat,CB Wet,16.0,42.0,N,5.0,
2018,0.01,A,57.42195,-110.223183,Lightning,,,,6/22/2018 16:00,0.1,Surface,Flat,CB Dry,27.0,40.0,SE,10.0,2.2
2018,0.3,B,56.9139,-112.28485,Lightning,,,,6/22/2018 19:30,1.0,Surface,Flat,CB Wet,29.0,32.0,NE,3.0,2.0
2018,5.5,C,56.476817,-110.038067,Lightning,,,,6/22/2018 17:34,10.0,Crown,Flat,Clear,28.0,50.0,SE,5.0,2.4
2018,0.1,A,59.804467,-111.19085,Lightning,,,,6/22/2018 16:00,2.0,Surface,Flat,Cloudy,26.2,48.0,SE,5.0,1.0
2018,0.9,B,57.7473,-111.540883,Lightning,,,,6/22/2018 16:40,3.0,Ground,Flat,Clear,24.0,58.0,S,14.0,5.4
2018,0.04,A,55.364483,-111.86515,Lightning,,,,6/23/2018 11:59,0.5,Surface,Flat,Rainshowers,11.0,70.0,SW,5.0,1.6
2018,0.11,B,57.581667,-111.601567,Lightning,,,,6/23/2018 14:50,3.0,Crown,Flat,Clear,30.0,69.0,SW,5.0,0.3
2018,0.04,A,55.365267,-110.3746,Lightning,,,,6/23/2018 14:30,1.0,Surface,Flat,CB Dry,19.0,20.0,N,3.0,0.6
2017,0.1,A,56.704767,-116.9404,Lightning,,,,7/30/2017 12:00,0.0,Surface,Flat,Clear,20.0,49.0,NW,3.0,0.5
2017,0.01,A,56.646183,-116.767183,Lightning,,,,7/26/2017 17:00,0.0,Surface,Flat,Cloudy,17.0,50.0,CLM,0.0,3.0
2017,0.1,A,56.640517,-116.73615,Lightning,,,,7/29/2017 4:00,0.1,Surface,Flat,Cloudy,14.0,60.0,W,4.0,
2017,0.04,A,54.572467,-115.5247,Power Line Industry,,Operations,Mechanical Failure,8/12/2017 13:55,0.0,Surface,Flat,Clear,26.0,38.0,SE,10.0,
2017,0.02,A,56.71,-115.132167,Lightning,,,,8/25/2017 22:00,1.0,Ground,Flat,Clear,26.0,52.0,SW,2.0,2.5
2017,0.1,A,56.385483,-114.782967,Lightning,,,,8/28/2017 22:00,0.1,Ground,Flat,Clear,26.0,45.0,CLM,0.0,2.5
2017,0.01,A,49.65695,-114.537383,Recreation,Campers,Cooking and Warming,Unsafe Fire,9/29/2017 0:00,,Surface,,,,,,,
2018,0.01,A,52.703417,-114.8693,Resident,,Debris Disposal,Unsafe Fire,4/18/2018 18:00,0.0,Ground,Flat,Clear,7.0,39.0,SE,6.0,
2018,0.4,B,55.92735,-110.727133,Incendiary,,Arson,,4/26/2018 20:30,0.0,Surface,Flat,Clear,14.0,42.0,CLM,0.0,
2018,0.1,A,55.9363,-110.721433,Incendiary,,Arson,,4/26/2018 21:55,0.0,Surface,Flat,Clear,13.0,42.0,CLM,0.0,
2018,0.5,B,55.916733,-110.7346,Resident,,Debris Disposal,Winter Burning,4/13/2017 9:00,0.0,Ground,Lower 1/3,Clear,14.0,45.0,CLM,0.0,
2018,0.07,A,55.934583,-110.723533,Incendiary,,Arson,,4/27/2018 9:00,5.0,Surface,Flat,Clear,18.0,27.0,W,11.0,
2018,0.03,A,53.655,-115.981617,Government,,Debris Disposal,Unsafe Fire,4/28/2018 13:30,0.0,Surface,Flat,Clear,29.0,23.0,W,3.0,
2018,0.2,B,53.768247,-115.590094,Resident,,Debris Disposal,Winter Burning,6/6/2018 19:45,0.0,Surface,Lower 1/3,Clear,19.0,52.0,N,2.0,
2018,0.2,B,53.79366,-116.350843,Power Line Industry,,Operations,Mechanical Failure,6/11/2018 18:59,0.0,Surface,Flat,Cloudy,13.0,40.0,W,18.0,
2018,0.4,B,53.604581,-116.583614,Power Line Industry,,Operations,Line Impact,6/12/2018 10:30,0.0,Surface,Flat,Cloudy,13.0,32.0,W,12.0,
2018,0.02,A,54.115417,-115.764217,Resident,,Debris Disposal,Unsafe Fire,6/14/2018 14:50,0.0,Surface,Flat,Rainshowers,20.0,50.0,W,5.0,
2018,0.1,A,54.204972,-115.94088,Power Line Industry,,Operations,Mechanical Failure,6/18/2018 18:01,1.0,Ground,Flat,Clear,27.0,32.0,E,14.0,
2018,0.2,B,54.89572,-117.334201,Incendiary,,Arson,,6/19/2018 1:00,0.0,Ground,Flat,Clear,29.0,35.0,S,10.0,
2018,0.2,B,53.691483,-118.176733,Lightning,,,,6/21/2018 14:00,1.0,Surface,Flat,Cloudy,20.0,66.0,S,2.0,0.9
2018,0.01,A,53.682767,-118.13845,Lightning,,,,6/21/2018 14:00,0.1,Surface,Flat,Cloudy,21.0,52.0,N,10.0,0.3
2018,0.01,A,56.64915,-119.06505,Lightning,,,,6/21/2018 16:10,0.0,Surface,Flat,CB Wet,23.0,55.0,CLM,0.0,4.0
2017,0.01,A,54.849383,-115.3506,Power Line Industry,,Operations,Mechanical Failure,8/8/2017 8:45,0.0,Ground,Flat,Clear,16.0,80.0,SE,14.0,
2017,0.29,B,56.063333,-114.70075,Lightning,,,,8/8/2017 15:00,2.0,Crown,Flat,Clear,22.0,70.0,CLM,0.0,0.8
2017,1.04,B,59.315667,-117.8499,Lightning,,,,8/8/2017 18:40,3.0,Surface,Flat,Clear,29.0,51.0,E,5.0,1.5
2017,0.01,A,51.28892,-115.14515,Recreation,Campers,Cooking and Warming,Unsafe Fire,8/12/2017 18:00,0.0,Surface,Flat,Clear,11.0,60.0,CLM,0.0,
2017,0.02,A,51.632867,-115.149067,Recreation,Hunters,Cooking and Warming,Unsafe Fire,10/23/2017 9:00,0.0,Surface,Flat,Clear,8.0,31.0,SW,12.0,2.0
2017,0.01,A,51.16575,-114.707333,Resident,,Refuse Disposal,Unsafe Fire,10/29/2017 17:00,0.0,Surface,Lower 1/3,Clear,3.0,58.0,CLM,0.0,
2018,0.1,A,58.45,-114.547833,Incendiary,,Unclassified,,5/4/2018 8:40,0.0,Surface,Flat,Clear,9.0,69.0,NW,4.0,
2018,0.2,B,55.917667,-110.74075,Incendiary,,Arson,,5/5/2018 14:10,3.0,Surface,Flat,Cloudy,18.0,23.0,N,12.0,
2018,2.7,B,54.844752,-111.310053,Lightning,,,,5/2/2018 16:00,0.5,Surface,Flat,Clear,23.6,23.0,W,10.0,0.5
2018,7.8,C,58.491567,-114.461517,Incendiary,,Unclassified,,5/6/2018 14:40,4.0,Surface,Flat,Clear,28.0,24.0,W,5.0,3.0
2018,0.01,A,58.579883,-117.1251,Power Line Industry,,Operations,Line Impact,5/6/2018 17:00,0.0,Surface,Flat,Clear,25.0,28.0,W,2.0,
2018,0.03,A,58.54955,-117.118833,Power Line Industry,,Operations,Line Impact,5/6/2018 17:12,0.0,Surface,Flat,Clear,25.0,28.0,N,4.0,
2018,0.1,A,52.343583,-115.114667,Undetermined,,,,5/8/2018 11:20,0.0,Surface,Flat,Cloudy,22.0,35.0,SE,6.0,
2018,0.01,A,52.615367,-116.344583,Other Industry,,Debris Disposal,Unsafe Fire,5/8/2018 12:00,0.0,Surface,Flat,Cloudy,23.0,28.0,SE,8.0,
2018,0.1,A,56.28595,-117.199167,Resident,,Debris Disposal,Winter Burning,5/7/2018 13:45,0.0,Ground,Lower 1/3,Clear,20.0,29.0,SW,17.0,
2018,0.01,A,58.762733,-117.3292,Power Line Industry,,Operations,Line Impact,5/11/2018 20:00,1.0,Surface,Flat,Cloudy,25.0,25.0,S,2.0,
2018,0.01,A,54.756917,-111.646633,Lightning,,,,6/23/2018 14:50,0.0,Surface,Flat,Rainshowers,18.0,40.0,SW,5.0,0.4
2018,5026.8,E,56.960433,-113.099793,Lightning,,,,6/23/2018 15:40,3.0,Surface,Flat,Cloudy,23.0,66.0,N,2.0,1.0
2018,0.2,B,55.0728,-110.43825,Lightning,,,,6/23/2018 14:45,2.0,Surface,Flat,Cloudy,22.0,60.0,E,14.0,1.0
2018,0.02,A,54.912833,-110.737733,Lightning,,,,6/23/2018 16:17,1.0,Surface,Flat,CB Wet,16.0,45.0,NW,5.0,
2018,4.9,C,57.96,-113.984,Lightning,,,,6/22/2018 20:00,3.0,Ground,Flat,CB Dry,18.0,70.0,SE,5.0,0.3
2018,0.01,A,55.29325,-114.88115,Resident,,Debris Disposal,Unsafe Fire,6/24/2018 9:30,0.1,Surface,Flat,Clear,25.0,40.0,NE,5.0,
2018,0.26,B,56.715833,-115.74945,Lightning,,,,6/23/2018 21:00,0.0,Surface,Middle 1/3,CB Dry,28.0,35.0,W,10.0,0.5
2018,0.1,A,59.7713,-111.31445,Lightning,,,,6/24/2018 13:00,1.0,Surface,Upper 1/3,Cloudy,19.0,43.0,S,2.0,0.2
2018,0.1,A,59.769233,-111.238267,Lightning,,,,6/23/2018 14:00,1.0,Surface,Flat,Clear,27.0,54.0,SW,16.0,
2018,0.5,B,59.734183,-111.2143,Lightning,,,,6/23/2018 18:40,0.0,Ground,Lower 1/3,CB Dry,30.0,72.0,NW,20.0,1.0
2018,0.1,A,56.867167,-119.896767,Lightning,,,,6/22/2018 12:00,0.0,Surface,Flat,Clear,25.0,47.0,CLM,0.0,2.0
2018,0.2,B,57.039617,-113.124967,Lightning,,,,6/24/2018 16:00,5.0,Crown,Flat,Cloudy,15.0,35.0,SW,15.0,0.5
2018,23.6,C,55.700505,-110.230258,Lightning,,,,6/25/2018 8:30,2.0,Surface,Flat,Cloudy,25.0,35.0,SE,15.0,0.4
2018,0.01,A,59.396217,-111.163917,Lightning,,,,6/23/2018 18:00,0.0,Surface,Flat,Clear,25.0,30.0,SE,20.0,
2018,0.01,A,56.451483,-116.110267,Power Line Industry,,Operations,Line Impact,6/25/2018 14:45,0.0,Surface,Flat,CB Wet,16.0,70.0,W,35.0,
2018,0.02,A,52.227849,-115.946264,Lightning,,,,6/25/2018 16:58,2.0,Surface,Upper 1/3,CB Dry,18.6,30.0,W,30.0,1.0
2018,0.01,A,56.466767,-111.868517,Lightning,,,,6/25/2018 18:00,1.0,Ground,Flat,Cloudy,16.0,57.0,SW,2.0,5.0
2018,0.8,B,56.870833,-111.054333,Lightning,,,,6/25/2018 17:00,2.0,Surface,Flat,Cloudy,15.0,60.0,NE,5.0,2.0
2018,0.01,A,56.873,-111.0423,Lightning,,,,6/26/2018 12:30,2.0,Surface,Bottom,Cloudy,23.2,55.0,CLM,0.0,
2017,0.01,A,56.55815,-115.730517,Lightning,,,,7/20/2017 10:00,0.1,Ground,Flat,Clear,28.0,24.0,W,5.0,0.3
2018,14.6,C,55.926833,-110.735767,Incendiary,,Arson,,4/21/2018 14:00,1.0,Surface,Flat,Cloudy,11.0,54.0,W,10.0,
2018,5.2,C,55.928627,-110.73873,Incendiary,,Arson,,4/21/2018 14:30,1.0,Surface,Flat,Cloudy,11.0,56.0,W,12.0,
2018,5.2,C,55.928117,-110.7401,Incendiary,,Arson,,4/21/2018 14:35,1.0,Surface,Flat,Cloudy,14.0,70.0,SE,15.0,
2018,0.8,B,55.930633,-110.7268,Incendiary,,Arson,,4/25/2018 15:40,0.1,Surface,Flat,Clear,17.0,15.0,SW,10.0,
2018,0.1,A,55.917367,-110.738117,Incendiary,,Arson,,4/25/2017 15:00,1.0,Surface,Flat,Clear,15.0,40.0,CLM,0.0,
2018,0.8,B,53.2653,-116.979467,Railroad,,Operations,Mechanical Failure,4/28/2018 15:35,1.0,Surface,Flat,Cloudy,23.0,20.0,W,2.0,
2018,0.01,A,55.9281,-110.72475,Incendiary,,Arson,,4/29/2018 15:40,0.0,Surface,Flat,Clear,9.0,29.0,NW,12.0,
2018,0.05,A,55.928217,-110.724217,Incendiary,,Arson,,4/29/2018 16:19,0.0,Surface,Flat,Clear,9.0,28.0,NW,7.0,
2018,0.1,A,55.921617,-110.73575,Incendiary,,Arson,,5/4/2018 17:20,1.0,Surface,Flat,Cloudy,19.0,43.0,W,6.0,
2018,0.9,B,55.52515,-119.007483,Recreation,Campers,Cooking and Warming,Unsafe Fire,5/5/2018 15:30,1.0,Surface,Flat,Clear,20.0,30.0,W,10.0,
2018,0.32,B,53.7269,-115.577367,Incendiary,,Arson,,5/13/2018 11:30,1.0,Surface,Flat,Clear,19.0,29.0,NW,12.0,
2018,0.3,B,53.59775,-115.228783,Resident,,Debris Disposal,Unsafe Fire,5/13/2018 12:00,1.0,Surface,Flat,Clear,19.0,27.0,CLM,0.0,
